time,region_id,year_id,crop_id,growth_stage,crop_coefficient_kc,crop_water_requirement_mmday,yield_reduction_factor,irrigation_id,irrigation_efficiency_percent,water_applied_mm,leaf_temperature_c,stomatal_conductance,updated_at
2021-02-05,5,2021,1,Germination,0.68,4.36,0.675,1,64.0,1.53,30.4,0.42,2021-02-05 02:00:00
2021-02-06,5,2021,1,Germination,0.69,4.49,0.686,1,65.0,1.57,30.0,0.417,2021-02-06 02:00:00
2021-02-07,5,2021,1,Germination,0.73,4.74,0.67,1,65.0,1.66,29.4,0.441,2021-02-07 02:00:00
2021-02-08,5,2021,1,Germination,0.67,4.23,0.652,1,68.0,1.48,29.0,0.434,2021-02-08 02:00:00
2021-02-09,5,2021,1,Germination,0.64,3.7,0.679,1,67.0,1.3,29.6,0.462,2021-02-09 02:00:00
2021-02-10,5,2021,1,Germination,0.77,5.06,0.713,1,70.0,1.77,32.4,0.446,2021-02-10 02:00:00
2021-02-11,5,2021,1,Germination,0.67,4.1,0.673,1,65.0,1.43,30.2,0.436,2021-02-11 02:00:00
2021-02-12,5,2021,1,Germination,0.76,5.06,0.697,1,62.0,1.77,31.7,0.402,2021-02-12 02:00:00
2021-02-13,5,2021,1,Germination,0.75,4.51,0.716,1,64.0,1.58,29.3,0.408,2021-02-13 02:00:00
2021-02-14,5,2021,1,Germination,0.71,4.19,0.75,1,69.0,1.47,31.6,0.417,2021-02-14 02:00:00
2021-02-15,5,2021,1,Germination,0.72,4.39,0.781,1,67.0,1.54,31.7,0.453,2021-02-15 02:00:00
2021-02-16,5,2021,1,Germination,0.74,4.6,0.806,1,65.0,1.61,28.9,0.373,2021-02-16 02:00:00
2021-02-17,5,2021,1,Germination,0.68,4.17,0.821,1,67.0,1.46,30.0,0.394,2021-02-17 02:00:00
2021-02-18,5,2021,1,Germination,0.66,4.11,0.846,1,65.0,1.44,29.4,0.445,2021-02-18 02:00:00
2021-02-19,5,2021,1,Germination,0.74,4.63,0.834,1,60.0,1.62,30.5,0.459,2021-02-19 02:00:00
2021-02-20,5,2021,1,Germination,0.75,4.48,0.859,1,65.0,1.57,29.8,0.412,2021-02-20 02:00:00
2021-02-21,5,2021,1,Germination,0.69,4.17,0.707,1,65.0,11.31,30.0,0.419,2021-02-21 02:00:00
2021-02-22,5,2021,1,Germination,0.77,5.3,0.697,1,59.0,1.85,31.0,0.431,2021-02-22 02:00:00
2021-02-23,5,2021,1,Germination,0.74,4.91,0.717,1,69.0,1.72,29.5,0.435,2021-02-23 02:00:00
2021-02-24,5,2021,1,Germination,0.71,4.62,0.74,1,61.0,1.62,31.6,0.399,2021-02-24 02:00:00
2021-02-25,5,2021,1,Germination,0.7,4.57,0.77,1,74.0,1.6,31.4,0.413,2021-02-25 02:00:00
2021-02-26,5,2021,1,Germination,0.77,4.66,0.777,1,66.0,1.63,30.4,0.386,2021-02-26 02:00:00
2021-02-27,5,2021,1,Germination,0.7,4.21,0.802,1,67.0,1.47,30.9,0.44,2021-02-27 02:00:00
2021-02-28,5,2021,1,Germination,0.68,4.5,0.837,1,70.0,1.58,30.8,0.413,2021-02-28 02:00:00
2021-03-01,5,2021,1,Germination,0.73,4.57,0.872,1,67.0,1.6,30.6,0.409,2021-03-01 02:00:00
2021-03-02,5,2021,1,Germination,0.74,4.62,0.884,1,68.0,1.62,31.0,0.418,2021-03-02 02:00:00
2021-03-03,5,2021,1,Germination,0.72,4.8,0.917,1,68.0,1.68,32.8,0.418,2021-03-03 02:00:00
2021-03-04,5,2021,1,Germination,0.72,4.65,0.917,1,65.0,1.63,29.6,0.426,2021-03-04 02:00:00
2021-03-05,5,2021,1,Germination,0.7,4.54,0.911,1,61.0,1.59,28.5,0.386,2021-03-05 02:00:00
2021-03-06,5,2021,1,Germination,0.74,4.51,0.917,1,68.0,1.58,27.6,0.418,2021-03-06 02:00:00
2021-03-07,5,2021,1,Germination,0.74,4.83,0.917,1,64.0,1.69,30.8,0.434,2021-03-07 02:00:00
2021-03-08,5,2021,1,Germination,0.73,4.55,0.837,1,57.0,9.15,29.1,0.43,2021-03-08 02:00:00
2021-03-09,5,2021,1,Germination,0.73,4.85,0.877,1,66.0,1.7,31.1,0.424,2021-03-09 02:00:00
2021-03-10,5,2021,1,Germination,0.78,5.44,0.835,1,66.0,1.9,31.3,0.405,2021-03-10 02:00:00
2021-03-11,5,2021,1,Germination,0.75,4.99,0.844,1,66.0,1.75,29.1,0.441,2021-03-11 02:00:00
2021-03-12,5,2021,1,Germination,0.74,5.19,0.847,1,59.0,1.82,30.8,0.397,2021-03-12 02:00:00
2021-03-13,5,2021,1,Germination,0.76,5.2,0.835,1,62.0,1.82,32.5,0.442,2021-03-13 02:00:00
2021-03-14,5,2021,1,Germination,0.72,4.72,0.875,1,67.0,1.65,32.6,0.413,2021-03-14 02:00:00
2021-03-15,5,2021,1,Vegetative,0.74,4.65,0.899,1,67.0,1.63,28.9,0.4,2021-03-15 02:00:00
2021-03-16,5,2021,1,Vegetative,0.73,4.55,0.917,1,66.0,1.59,31.6,0.392,2021-03-16 02:00:00
2021-03-17,5,2021,1,Vegetative,0.76,4.54,0.917,1,66.0,1.59,29.7,0.378,2021-03-17 02:00:00
2021-03-18,5,2021,1,Vegetative,0.77,4.46,0.917,1,73.0,1.56,29.4,0.421,2021-03-18 02:00:00
2021-03-19,5,2021,1,Vegetative,0.77,4.79,0.917,1,68.0,1.68,28.6,0.414,2021-03-19 02:00:00
2021-03-20,5,2021,1,Vegetative,0.79,4.7,0.834,1,73.0,9.42,30.3,0.4,2021-03-20 02:00:00
2021-03-21,5,2021,1,Vegetative,0.77,5.29,0.863,1,64.0,1.85,32.0,0.398,2021-03-21 02:00:00
2021-03-22,5,2021,1,Vegetative,0.75,5.09,0.83,1,71.0,1.78,28.4,0.408,2021-03-22 02:00:00
2021-03-23,5,2021,1,Vegetative,0.76,5.11,0.742,1,67.0,8.81,33.2,0.426,2021-03-23 02:00:00
2021-03-24,5,2021,1,Vegetative,0.82,5.46,0.77,1,66.0,1.91,28.6,0.402,2021-03-24 02:00:00
2021-03-25,5,2021,1,Vegetative,0.74,5.15,0.708,1,78.0,8.05,27.7,0.401,2021-03-25 02:00:00
2021-03-26,5,2021,1,Vegetative,0.74,4.9,0.682,1,65.0,1.72,29.8,0.403,2021-03-26 02:00:00
2021-03-27,5,2021,1,Vegetative,0.73,4.48,0.563,1,65.0,9.15,31.0,0.355,2021-03-27 02:00:00
2021-03-28,5,2021,1,Vegetative,0.74,5.04,0.593,1,66.0,1.76,29.8,0.388,2021-03-28 02:00:00
2021-03-29,5,2021,1,Vegetative,0.77,4.74,0.525,1,68.0,8.54,31.2,0.403,2021-03-29 02:00:00
2021-03-30,5,2021,1,Vegetative,0.78,5.04,0.553,1,69.0,1.76,30.7,0.388,2021-03-30 02:00:00
2021-03-31,5,2021,1,Vegetative,0.75,5.01,0.59,1,67.0,1.75,31.4,0.412,2021-03-31 02:00:00
2021-04-01,5,2021,1,Vegetative,0.76,5.06,0.341,1,69.0,10.28,33.3,0.415,2021-04-01 02:00:00
2021-04-02,5,2021,1,Vegetative,0.82,5.45,0.25,1,67.0,1.91,31.1,0.38,2021-04-02 02:00:00
2021-04-03,5,2021,1,Vegetative,0.74,4.72,0.289,1,71.0,1.65,32.1,0.407,2021-04-03 02:00:00
2021-04-04,5,2021,1,Vegetative,0.8,5.64,0.25,1,70.0,8.67,31.7,0.36,2021-04-04 02:00:00
2021-04-05,5,2021,1,Vegetative,0.75,4.61,0.253,1,72.0,1.61,30.2,0.381,2021-04-05 02:00:00
2021-04-06,5,2021,1,Vegetative,0.77,5.32,0.25,1,63.0,7.05,33.0,0.384,2021-04-06 02:00:00
2021-04-07,5,2021,1,Vegetative,0.79,4.78,0.282,1,73.0,1.67,31.6,0.36,2021-04-07 02:00:00
2021-04-08,5,2021,1,Vegetative,0.78,4.96,0.321,1,74.0,1.74,33.5,0.398,2021-04-08 02:00:00
2021-04-09,5,2021,1,Vegetative,0.81,5.49,0.358,1,76.0,1.92,32.0,0.372,2021-04-09 02:00:00
2021-04-10,5,2021,1,Vegetative,0.76,5.0,0.356,1,65.0,1.75,31.9,0.368,2021-04-10 02:00:00
2021-04-11,5,2021,1,Vegetative,0.82,5.63,0.395,1,70.0,1.97,32.0,0.426,2021-04-11 02:00:00
2021-04-12,5,2021,1,Vegetative,0.78,5.29,0.434,1,65.0,1.85,28.5,0.379,2021-04-12 02:00:00
2021-04-13,5,2021,1,Vegetative,0.84,5.39,0.445,1,66.0,1.89,30.8,0.38,2021-04-13 02:00:00
2021-04-14,5,2021,1,Vegetative,0.79,4.93,0.483,1,73.0,1.73,32.0,0.383,2021-04-14 02:00:00
2021-04-15,5,2021,1,Vegetative,0.75,4.77,0.479,1,75.0,1.67,29.2,0.399,2021-04-15 02:00:00
2021-04-16,5,2021,1,Vegetative,0.84,5.36,0.517,1,68.0,1.88,31.4,0.38,2021-04-16 02:00:00
2021-04-17,5,2021,1,Vegetative,0.72,4.64,0.554,1,66.0,1.62,32.5,0.373,2021-04-17 02:00:00
2021-04-18,5,2021,1,Vegetative,0.79,5.34,0.594,1,74.0,1.87,34.5,0.386,2021-04-18 02:00:00
2021-04-19,5,2021,1,Vegetative,0.81,5.65,0.617,1,69.0,1.98,29.6,0.371,2021-04-19 02:00:00
2021-04-20,5,2021,1,Vegetative,0.79,5.16,0.639,1,65.0,1.81,31.0,0.365,2021-04-20 02:00:00
2021-04-21,5,2021,1,Vegetative,0.79,5.25,0.639,1,74.0,1.84,30.8,0.39,2021-04-21 02:00:00
2021-04-22,5,2021,1,Vegetative,0.77,5.53,0.679,1,66.0,1.94,31.4,0.333,2021-04-22 02:00:00
2021-04-23,5,2021,1,Vegetative,0.83,5.51,0.617,1,72.0,8.57,31.6,0.393,2021-04-23 02:00:00
2021-04-24,5,2021,1,Vegetative,0.79,5.49,0.622,1,70.0,1.92,30.7,0.372,2021-04-24 02:00:00
2021-04-25,5,2021,1,Vegetative,0.77,4.9,0.599,1,67.0,1.72,30.0,0.389,2021-04-25 02:00:00
2021-04-26,5,2021,1,Vegetative,0.86,5.63,0.637,1,73.0,1.97,29.5,0.399,2021-04-26 02:00:00
2021-04-27,5,2021,1,Vegetative,0.81,5.99,0.67,1,61.0,2.1,31.4,0.365,2021-04-27 02:00:00
2021-04-28,5,2021,1,Vegetative,0.78,5.35,0.695,1,67.0,1.87,29.7,0.401,2021-04-28 02:00:00
2021-04-29,5,2021,1,Vegetative,0.83,5.52,0.691,1,68.0,4.76,31.9,0.375,2021-04-29 02:00:00
2021-04-30,5,2021,1,Vegetative,0.78,4.99,0.726,1,68.0,1.75,31.7,0.398,2021-04-30 02:00:00
2021-05-01,5,2021,1,Vegetative,0.83,5.8,0.723,1,73.0,2.03,28.8,0.401,2021-05-01 02:00:00
2021-05-02,5,2021,1,Flowering,0.88,5.8,0.663,1,73.0,4.54,31.5,0.363,2021-05-02 02:00:00
2021-05-03,5,2021,1,Flowering,0.8,5.18,0.684,1,67.0,1.81,30.5,0.37,2021-05-03 02:00:00
2021-05-04,5,2021,1,Flowering,0.85,5.75,0.672,1,59.0,2.01,29.0,0.361,2021-05-04 02:00:00
2021-05-05,5,2021,1,Flowering,0.83,5.68,0.713,1,69.0,1.99,31.1,0.37,2021-05-05 02:00:00
2021-05-06,5,2021,1,Flowering,0.8,5.05,0.705,1,67.0,1.77,32.5,0.389,2021-05-06 02:00:00
2021-05-07,5,2021,1,Flowering,0.82,5.63,0.741,1,70.0,1.97,28.8,0.347,2021-05-07 02:00:00
2021-05-08,5,2021,1,Flowering,0.84,5.56,0.757,1,70.0,1.95,32.6,0.374,2021-05-08 02:00:00
2021-05-09,5,2021,1,Flowering,0.84,5.4,0.793,1,64.0,1.89,32.5,0.344,2021-05-09 02:00:00
2021-05-10,5,2021,1,Flowering,0.86,5.85,0.802,1,71.0,2.05,32.7,0.345,2021-05-10 02:00:00
2021-05-11,5,2021,1,Flowering,0.81,5.41,0.816,1,67.0,1.89,30.7,0.356,2021-05-11 02:00:00
2021-05-12,5,2021,1,Flowering,0.78,5.9,0.836,1,65.0,2.06,32.7,0.383,2021-05-12 02:00:00
2021-05-13,5,2021,1,Flowering,0.86,5.8,0.876,1,71.0,2.03,31.6,0.365,2021-05-13 02:00:00
2021-05-14,5,2021,1,Flowering,0.88,5.94,0.892,1,65.0,2.08,33.9,0.378,2021-05-14 02:00:00
2021-05-15,5,2021,1,Flowering,0.84,5.6,0.794,1,66.0,8.21,31.5,0.362,2021-05-15 02:00:00
2021-05-16,5,2021,1,Flowering,0.83,5.79,0.781,1,69.0,2.03,31.3,0.383,2021-05-16 02:00:00
2021-05-17,5,2021,1,Flowering,0.83,5.63,0.823,1,71.0,1.97,34.6,0.358,2021-05-17 02:00:00
2021-05-18,5,2021,1,Flowering,0.8,5.61,0.863,1,69.0,1.96,31.6,0.363,2021-05-18 02:00:00
2021-05-19,5,2021,1,Flowering,0.87,5.92,0.904,1,69.0,2.07,33.8,0.375,2021-05-19 02:00:00
2021-05-20,5,2021,1,Flowering,0.85,5.68,0.917,1,72.0,1.99,31.5,0.337,2021-05-20 02:00:00
2021-05-21,5,2021,1,Flowering,0.8,5.3,0.853,1,59.0,1.85,29.4,0.351,2021-05-21 02:00:00
2021-05-22,5,2021,1,Flowering,0.88,5.99,0.87,1,72.0,2.1,32.1,0.305,2021-05-22 02:00:00
2021-05-23,5,2021,1,Flowering,0.84,5.63,0.909,1,71.0,1.97,30.9,0.385,2021-05-23 02:00:00
2021-05-24,5,2021,1,Flowering,0.82,5.65,0.884,1,73.0,1.98,30.7,0.322,2021-05-24 02:00:00
2021-05-25,5,2021,1,Flowering,0.82,5.42,0.917,1,72.0,1.9,31.9,0.341,2021-05-25 02:00:00
2021-05-26,5,2021,1,Flowering,0.81,5.5,0.917,1,64.0,1.92,30.5,0.404,2021-05-26 02:00:00
2021-05-27,5,2021,1,Flowering,0.84,5.64,0.85,1,71.0,8.96,32.2,0.363,2021-05-27 02:00:00
2021-05-28,5,2021,1,Flowering,0.83,5.84,0.891,1,71.0,2.04,30.7,0.363,2021-05-28 02:00:00
2021-05-29,5,2021,1,Flowering,0.8,5.58,0.917,1,74.0,1.95,30.4,0.382,2021-05-29 02:00:00
2021-05-30,5,2021,1,Flowering,0.83,5.49,0.917,1,70.0,1.92,28.9,0.344,2021-05-30 02:00:00
2021-05-31,5,2021,1,Flowering,0.84,5.74,0.876,1,66.0,2.01,35.2,0.398,2021-05-31 02:00:00
2021-06-01,5,2021,1,Flowering,0.95,6.26,0.916,1,70.0,2.19,31.8,0.378,2021-06-01 02:00:00
2021-06-02,5,2021,1,Flowering,0.88,5.5,0.917,1,77.0,1.92,29.7,0.342,2021-06-02 02:00:00
2021-06-03,5,2021,1,Flowering,0.87,5.8,0.917,1,78.0,2.03,30.7,0.347,2021-06-03 02:00:00
2021-06-04,5,2021,1,Flowering,0.84,5.96,0.917,1,75.0,2.09,32.6,0.339,2021-06-04 02:00:00
2021-06-05,5,2021,1,Flowering,0.87,5.78,0.917,1,69.0,2.02,32.9,0.372,2021-06-05 02:00:00
2021-06-06,5,2021,1,Flowering,0.87,6.35,0.917,1,73.0,2.22,32.7,0.388,2021-06-06 02:00:00
2021-06-07,5,2021,1,Flowering,0.91,6.5,0.916,1,68.0,2.28,32.3,0.349,2021-06-07 02:00:00
2021-06-08,5,2021,1,Flowering,0.89,5.92,0.916,1,74.0,2.07,30.8,0.353,2021-06-08 02:00:00
2021-06-09,5,2021,1,Flowering,0.92,6.12,0.917,1,73.0,2.14,32.7,0.373,2021-06-09 02:00:00
2021-06-10,5,2021,1,Flowering,0.85,5.84,0.917,1,68.0,2.04,31.0,0.34,2021-06-10 02:00:00
2021-06-11,5,2021,1,Flowering,0.88,5.82,0.917,1,63.0,2.04,32.0,0.336,2021-06-11 02:00:00
2021-06-12,5,2021,1,Flowering,0.83,5.87,0.917,1,73.0,2.05,30.6,0.343,2021-06-12 02:00:00
2021-06-13,5,2021,1,Flowering,0.84,5.63,0.917,1,72.0,1.97,30.4,0.345,2021-06-13 02:00:00
2021-06-14,5,2021,1,Flowering,0.88,5.99,0.917,1,71.0,2.1,32.1,0.367,2021-06-14 02:00:00
2021-06-15,5,2021,1,Flowering,0.87,6.04,0.917,1,73.0,2.11,33.8,0.336,2021-06-15 02:00:00
2021-06-16,5,2021,1,Flowering,0.88,6.52,0.917,1,70.0,2.28,30.8,0.305,2021-06-16 02:00:00
2021-06-17,5,2021,1,Flowering,0.86,5.94,0.917,1,75.0,2.08,31.7,0.369,2021-06-17 02:00:00
2021-06-18,5,2021,1,Flowering,0.89,6.25,0.917,1,68.0,2.19,33.2,0.334,2021-06-18 02:00:00
2021-06-19,5,2021,1,Flowering,0.92,6.39,0.917,1,72.0,2.24,32.6,0.302,2021-06-19 02:00:00
2021-06-20,5,2021,1,Flowering,0.83,5.72,0.902,1,78.0,2.0,31.7,0.348,2021-06-20 02:00:00
2021-06-21,5,2021,1,Flowering,0.89,5.97,0.917,1,72.0,2.09,34.4,0.307,2021-06-21 02:00:00
2021-06-22,5,2021,1,Flowering,0.84,6.1,0.915,1,64.0,2.13,32.6,0.328,2021-06-22 02:00:00
2021-06-23,5,2021,1,Flowering,0.84,6.26,0.917,1,63.0,2.19,33.0,0.331,2021-06-23 02:00:00
2021-06-24,5,2021,1,Flowering,0.93,6.02,0.843,1,74.0,8.75,33.3,0.372,2021-06-24 02:00:00
2021-06-25,5,2021,1,Flowering,0.91,6.35,0.815,1,72.0,2.22,30.8,0.397,2021-06-25 02:00:00
2021-06-26,5,2021,1,Flowering,0.92,6.18,0.85,1,73.0,2.16,31.3,0.367,2021-06-26 02:00:00
2021-06-27,5,2021,1,Flowering,0.89,5.64,0.873,1,74.0,1.97,31.9,0.315,2021-06-27 02:00:00
2021-06-28,5,2021,1,Flowering,0.88,6.07,0.869,1,72.0,2.12,31.5,0.357,2021-06-28 02:00:00
2021-06-29,5,2021,1,Flowering,0.92,6.95,0.909,1,68.0,2.43,32.7,0.338,2021-06-29 02:00:00
2021-06-30,5,2021,1,Flowering,0.88,6.37,0.917,1,73.0,2.23,35.4,0.345,2021-06-30 02:00:00
2021-07-01,5,2021,1,Flowering,0.9,6.47,0.917,1,73.0,2.26,31.3,0.348,2021-07-01 02:00:00
2021-07-02,5,2021,1,Grain Filling,0.89,5.67,0.917,1,71.0,1.98,31.9,0.348,2021-07-02 02:00:00
2021-07-03,5,2021,1,Grain Filling,0.9,6.18,0.917,1,80.0,2.16,30.4,0.345,2021-07-03 02:00:00
2021-07-04,5,2021,1,Grain Filling,0.88,6.22,0.917,1,73.0,2.18,33.4,0.347,2021-07-04 02:00:00
2021-07-05,5,2021,1,Grain Filling,0.88,6.28,0.917,1,69.0,2.2,34.5,0.334,2021-07-05 02:00:00
2021-07-06,5,2021,1,Grain Filling,0.89,6.25,0.917,1,78.0,2.19,33.3,0.346,2021-07-06 02:00:00
2021-07-07,5,2021,1,Grain Filling,0.91,6.42,0.889,1,67.0,4.33,31.9,0.303,2021-07-07 02:00:00
2021-07-08,5,2021,1,Grain Filling,0.9,6.18,0.913,1,70.0,2.16,33.9,0.3,2021-07-08 02:00:00
2021-07-09,5,2021,1,Grain Filling,0.94,6.76,0.917,1,77.0,2.37,32.9,0.359,2021-07-09 02:00:00
2021-07-10,5,2021,1,Grain Filling,0.92,6.54,0.917,1,68.0,2.29,30.6,0.326,2021-07-10 02:00:00
2021-07-11,5,2021,1,Grain Filling,0.96,6.67,0.917,1,77.0,2.33,31.9,0.305,2021-07-11 02:00:00
2021-07-12,5,2021,1,Grain Filling,0.88,6.15,0.917,1,76.0,2.15,33.4,0.318,2021-07-12 02:00:00
2021-07-13,5,2021,1,Grain Filling,0.9,6.05,0.909,1,71.0,2.12,32.7,0.333,2021-07-13 02:00:00
2021-07-14,5,2021,1,Grain Filling,0.93,6.65,0.836,1,69.0,9.9,34.2,0.346,2021-07-14 02:00:00
2021-07-15,5,2021,1,Grain Filling,0.92,5.88,0.87,1,71.0,2.06,30.2,0.343,2021-07-15 02:00:00
2021-07-16,5,2021,1,Grain Filling,0.92,6.58,0.905,1,70.0,2.3,32.4,0.354,2021-07-16 02:00:00
2021-07-17,5,2021,1,Grain Filling,0.88,6.41,0.917,1,77.0,2.24,30.8,0.313,2021-07-17 02:00:00
2021-07-18,5,2021,1,Grain Filling,0.91,6.6,0.917,1,70.0,2.31,33.7,0.326,2021-07-18 02:00:00
2021-07-19,5,2021,1,Grain Filling,0.96,6.77,0.917,1,76.0,2.37,34.0,0.327,2021-07-19 02:00:00
2021-07-20,5,2021,1,Grain Filling,0.92,7.03,0.917,1,66.0,2.46,33.8,0.314,2021-07-20 02:00:00
2021-07-21,5,2021,1,Grain Filling,0.93,6.51,0.917,1,78.0,2.28,29.5,0.363,2021-07-21 02:00:00
2021-07-22,5,2021,1,Grain Filling,0.86,6.23,0.917,1,72.0,2.18,30.0,0.334,2021-07-22 02:00:00
2021-07-23,5,2021,1,Grain Filling,0.91,6.45,0.917,1,74.0,2.26,33.2,0.297,2021-07-23 02:00:00
2021-07-24,5,2021,1,Grain Filling,0.93,6.41,0.917,1,69.0,2.24,30.2,0.311,2021-07-24 02:00:00
2021-07-25,5,2021,1,Grain Filling,0.97,6.88,0.863,1,72.0,2.41,31.5,0.363,2021-07-25 02:00:00
2021-07-26,5,2021,1,Grain Filling,0.95,6.88,0.907,1,80.0,2.41,33.6,0.354,2021-07-26 02:00:00
2021-07-27,5,2021,1,Grain Filling,0.94,6.89,0.917,1,76.0,2.41,34.9,0.297,2021-07-27 02:00:00
2021-07-28,5,2021,1,Grain Filling,0.94,6.44,0.917,1,74.0,2.25,33.7,0.31,2021-07-28 02:00:00
2021-07-29,5,2021,1,Grain Filling,0.93,6.43,0.917,1,69.0,2.25,31.5,0.359,2021-07-29 02:00:00
2021-07-30,5,2021,1,Grain Filling,0.97,6.95,0.917,1,73.0,2.43,33.6,0.288,2021-07-30 02:00:00
2021-07-31,5,2021,1,Grain Filling,0.92,6.48,0.874,1,77.0,6.35,32.1,0.342,2021-07-31 02:00:00
2021-08-01,5,2021,1,Grain Filling,0.93,5.83,0.913,1,70.0,2.04,34.0,0.305,2021-08-01 02:00:00
2021-08-02,5,2021,1,Grain Filling,0.97,7.3,0.917,1,72.0,2.55,33.7,0.293,2021-08-02 02:00:00
2021-08-03,5,2021,1,Grain Filling,0.96,6.93,0.887,1,78.0,2.43,33.0,0.333,2021-08-03 02:00:00
2021-08-04,5,2021,1,Grain Filling,0.93,6.46,0.87,1,73.0,2.26,33.6,0.332,2021-08-04 02:00:00
2021-08-05,5,2021,1,Grain Filling,0.96,6.07,0.909,1,70.0,2.12,31.2,0.348,2021-08-05 02:00:00
2021-08-06,5,2021,1,Grain Filling,0.96,6.81,0.917,1,71.0,2.38,32.1,0.308,2021-08-06 02:00:00
2021-08-07,5,2021,1,Grain Filling,0.97,7.16,0.917,1,79.0,2.51,32.8,0.322,2021-08-07 02:00:00
2021-08-08,5,2021,1,Grain Filling,0.84,5.87,0.917,1,76.0,2.05,31.8,0.318,2021-08-08 02:00:00
2021-08-09,5,2021,1,Grain Filling,0.94,6.48,0.917,1,75.0,2.27,32.1,0.3,2021-08-09 02:00:00
2021-08-10,5,2021,1,Grain Filling,0.98,6.71,0.917,1,75.0,2.35,32.9,0.33,2021-08-10 02:00:00
2021-08-11,5,2021,1,Grain Filling,0.99,6.6,0.912,1,77.0,2.31,36.0,0.34,2021-08-11 02:00:00
2021-08-12,5,2021,1,Grain Filling,0.95,6.46,0.917,1,75.0,2.26,31.6,0.309,2021-08-12 02:00:00
2021-08-13,5,2021,1,Grain Filling,0.97,7.02,0.917,1,83.0,2.46,31.4,0.31,2021-08-13 02:00:00
2021-08-14,5,2021,1,Grain Filling,0.98,6.99,0.917,1,78.0,2.45,29.7,0.323,2021-08-14 02:00:00
2021-08-15,5,2021,1,Grain Filling,0.97,6.88,0.917,1,76.0,2.41,32.2,0.312,2021-08-15 02:00:00
2021-08-16,5,2021,1,Grain Filling,0.93,6.05,0.917,1,75.0,2.12,31.7,0.295,2021-08-16 02:00:00
2021-08-17,5,2021,1,Grain Filling,0.93,6.69,0.917,1,68.0,2.34,31.9,0.312,2021-08-17 02:00:00
2021-08-18,5,2021,1,Grain Filling,0.97,7.34,0.911,1,75.0,2.57,32.2,0.288,2021-08-18 02:00:00
2021-08-19,5,2021,1,Grain Filling,0.95,7.02,0.917,1,66.0,4.72,33.7,0.287,2021-08-19 02:00:00
2021-08-20,5,2021,1,Grain Filling,0.99,7.01,0.917,1,76.0,2.45,32.7,0.316,2021-08-20 02:00:00
2021-08-21,5,2021,1,Grain Filling,0.99,6.4,0.83,1,78.0,9.51,30.5,0.315,2021-08-21 02:00:00
2021-08-22,5,2021,1,Grain Filling,0.96,6.93,0.827,1,73.0,2.43,32.2,0.305,2021-08-22 02:00:00
2021-08-23,5,2021,1,Grain Filling,0.93,6.81,0.871,1,77.0,2.38,32.5,0.295,2021-08-23 02:00:00
2021-08-24,5,2021,1,Grain Filling,0.95,7.19,0.914,1,71.0,2.52,31.6,0.275,2021-08-24 02:00:00
2021-08-25,5,2021,1,Grain Filling,0.94,6.17,0.917,1,85.0,2.16,35.0,0.339,2021-08-25 02:00:00
2021-08-26,5,2021,1,Grain Filling,0.99,7.28,0.917,1,79.0,2.55,32.4,0.304,2021-08-26 02:00:00
2021-08-27,5,2021,1,Grain Filling,0.99,7.1,0.917,1,73.0,2.48,32.7,0.286,2021-08-27 02:00:00
2021-08-28,5,2021,1,Grain Filling,0.97,7.37,0.917,1,79.0,2.58,33.1,0.331,2021-08-28 02:00:00
2021-08-29,5,2021,1,Grain Filling,1.01,7.36,0.867,1,76.0,2.58,32.2,0.3,2021-08-29 02:00:00
2021-08-30,5,2021,1,Grain Filling,0.97,7.0,0.866,1,72.0,2.45,32.0,0.278,2021-08-30 02:00:00
2021-08-31,5,2021,1,Grain Filling,0.98,7.02,0.856,1,78.0,2.46,32.4,0.281,2021-08-31 02:00:00
2021-09-01,5,2021,1,Grain Filling,1.0,7.2,0.885,1,79.0,2.52,34.5,0.317,2021-09-01 02:00:00
2021-09-02,5,2021,1,Grain Filling,0.94,7.02,0.917,1,87.0,2.46,32.7,0.315,2021-09-02 02:00:00
2021-09-03,5,2021,1,Grain Filling,0.98,7.04,0.844,1,76.0,6.51,32.7,0.316,2021-09-03 02:00:00
2021-09-04,5,2021,1,Grain Filling,1.01,7.41,0.888,1,75.0,2.59,32.4,0.285,2021-09-04 02:00:00
2021-09-05,5,2021,1,Grain Filling,0.96,6.7,0.914,1,77.0,2.34,32.2,0.268,2021-09-05 02:00:00
2021-09-06,5,2021,1,Grain Filling,1.0,6.77,0.917,1,75.0,2.37,33.2,0.324,2021-09-06 02:00:00
2021-09-07,5,2021,1,Grain Filling,1.01,7.59,0.917,1,72.0,2.66,33.2,0.334,2021-09-07 02:00:00
2021-09-08,5,2021,1,Grain Filling,1.02,7.52,0.845,1,90.0,7.15,34.9,0.293,2021-09-08 02:00:00
2021-09-09,5,2021,1,Grain Filling,1.02,7.41,0.881,1,78.0,2.59,33.5,0.312,2021-09-09 02:00:00
2021-09-10,5,2021,1,Grain Filling,1.04,7.02,0.866,1,77.0,2.46,31.5,0.283,2021-09-10 02:00:00
2021-09-11,5,2021,1,Grain Filling,0.94,6.4,0.875,1,83.0,2.24,32.6,0.274,2021-09-11 02:00:00
2021-09-12,5,2021,1,Grain Filling,0.99,7.2,0.908,1,79.0,2.52,33.5,0.31,2021-09-12 02:00:00
2021-09-13,5,2021,1,Grain Filling,1.01,7.4,0.917,1,78.0,2.59,32.9,0.3,2021-09-13 02:00:00
