time,region_id,year_id,wind_speed_kmh,wind_gust_kmh,wind_direction,rainfall_mm,rainfall_delta_percent,ph_level,npk_index,temperature_c,humidity_percent,updated_at
2022-01-12,4,2022,11.0,17.4,W,0.2,-18.0,7.1,Med-High,22.4,69.0,2022-01-12 02:00:00
2022-01-13,4,2022,12.8,18.9,N,0.2,26.0,7.1,Med-High,23.6,68.0,2022-01-13 02:00:00
2022-01-14,4,2022,9.5,18.3,SE,0.5,154.0,7.2,Med-High,22.8,73.0,2022-01-14 02:00:00
2022-01-15,4,2022,11.6,21.9,SE,1.5,199.0,7.2,Med-High,23.0,73.0,2022-01-15 02:00:00
2022-01-16,4,2022,9.4,21.3,NE,1.8,14.0,7.1,Medium,21.4,74.0,2022-01-16 02:00:00
2022-01-17,4,2022,10.0,25.4,SE,0.1,-96.0,7.2,Medium,22.8,69.0,2022-01-17 02:00:00
2022-01-18,4,2022,10.3,28.0,SE,1.9,2353.0,7.3,Medium,23.4,68.0,2022-01-18 02:00:00
2022-01-19,4,2022,12.0,19.6,SE,3.0,57.0,7.1,Medium,22.5,68.0,2022-01-19 02:00:00
2022-01-20,4,2022,11.3,26.1,SW,1.2,-59.0,7.1,Medium,22.1,70.0,2022-01-20 02:00:00
2022-01-21,4,2022,9.6,19.0,SW,3.3,168.0,7.4,Medium,22.5,69.0,2022-01-21 02:00:00
2022-01-22,4,2022,9.0,17.2,E,1.2,-64.0,7.3,Medium,22.6,74.0,2022-01-22 02:00:00
2022-01-23,4,2022,12.2,22.5,NW,0.4,-68.0,7.4,Medium,22.2,66.0,2022-01-23 02:00:00
2022-01-24,4,2022,9.6,27.3,E,1.6,302.0,7.2,Medium,21.6,68.0,2022-01-24 02:00:00
2022-01-25,4,2022,7.4,22.3,E,2.8,81.0,7.3,Medium,23.3,72.0,2022-01-25 02:00:00
2022-01-26,4,2022,8.6,15.0,NW,0.5,-84.0,7.1,Medium,22.4,68.0,2022-01-26 02:00:00
2022-01-27,4,2022,10.6,19.5,N,0.1,-77.0,7.3,Low,22.7,70.0,2022-01-27 02:00:00
2022-01-28,4,2022,12.7,23.6,S,0.1,-11.0,7.0,Low,21.2,77.0,2022-01-28 02:00:00
2022-01-29,4,2022,11.5,18.4,S,4.8,5067.0,7.0,Low,22.5,75.0,2022-01-29 02:00:00
2022-01-30,4,2022,11.2,19.9,SW,1.5,-70.0,7.2,Low,22.5,71.0,2022-01-30 02:00:00
2022-01-31,4,2022,10.9,26.5,NW,1.7,16.0,7.1,Low,22.6,73.0,2022-01-31 02:00:00
2022-02-01,4,2022,9.6,18.8,S,1.8,9.0,7.1,Low,22.4,70.0,2022-02-01 02:00:00
2022-02-02,4,2022,10.2,24.1,W,0.2,-92.0,7.1,Low,23.4,69.0,2022-02-02 02:00:00
2022-02-03,4,2022,10.6,25.0,N,1.8,1100.0,7.2,Low,22.4,69.0,2022-02-03 02:00:00
2022-02-04,4,2022,12.0,24.6,W,0.7,-59.0,6.9,Low,22.2,66.0,2022-02-04 02:00:00
2022-02-05,4,2022,8.6,26.0,E,1.2,57.0,7.2,Low,23.5,70.0,2022-02-05 02:00:00
2022-02-06,4,2022,12.2,20.8,NE,3.1,164.0,7.2,Low,21.2,72.0,2022-02-06 02:00:00
2022-02-07,4,2022,12.1,20.1,S,1.3,-58.0,7.2,Low,24.1,72.0,2022-02-07 02:00:00
2022-02-08,4,2022,10.3,23.8,W,0.6,-53.0,7.2,Low,23.4,75.0,2022-02-08 02:00:00
2022-02-09,4,2022,8.3,23.0,W,3.6,504.0,7.2,Low,22.4,75.0,2022-02-09 02:00:00
2022-02-10,4,2022,11.4,24.3,NE,2.1,-43.0,7.0,Low,21.9,74.0,2022-02-10 02:00:00
2022-02-11,4,2022,9.9,16.7,NW,3.5,66.0,7.1,Low,23.5,69.0,2022-02-11 02:00:00
2022-02-12,4,2022,11.2,26.1,N,1.0,-72.0,7.0,Low,22.0,70.0,2022-02-12 02:00:00
2022-02-13,4,2022,10.5,21.1,SW,0.0,-95.0,7.1,Low,22.2,75.0,2022-02-13 02:00:00
2022-02-14,4,2022,8.3,16.2,SW,0.5,1019.0,7.2,Low,22.5,69.0,2022-02-14 02:00:00
2022-02-15,4,2022,11.2,17.3,N,1.0,94.0,7.2,Low,22.5,69.0,2022-02-15 02:00:00
2022-02-16,4,2022,11.0,23.8,W,4.0,295.0,7.1,Low,22.9,73.0,2022-02-16 02:00:00
2022-02-17,4,2022,10.3,16.1,S,0.4,-91.0,7.3,Low,23.0,73.0,2022-02-17 02:00:00
2022-02-18,4,2022,12.7,29.7,NE,1.1,201.0,7.2,Low,22.5,70.0,2022-02-18 02:00:00
2022-02-19,4,2022,10.3,20.2,NW,1.0,-2.0,7.2,Low,22.0,67.0,2022-02-19 02:00:00
2022-02-20,4,2022,10.8,26.0,NW,0.4,-58.0,7.0,Low,22.9,71.0,2022-02-20 02:00:00
2022-02-21,4,2022,11.0,27.4,S,2.5,468.0,7.3,Low,23.6,67.0,2022-02-21 02:00:00
2022-02-22,4,2022,9.3,23.8,SW,0.0,-100.0,7.0,Low,21.9,64.0,2022-02-22 02:00:00
2022-02-23,4,2022,11.9,28.8,N,3.4,0.0,7.1,Low,21.5,64.0,2022-02-23 02:00:00
2022-02-24,4,2022,8.3,25.5,S,2.1,-39.0,7.0,Low,23.2,67.0,2022-02-24 02:00:00
2022-02-25,4,2022,10.8,27.9,NW,0.6,-71.0,7.2,Low,23.0,75.0,2022-02-25 02:00:00
2022-02-26,4,2022,11.0,29.0,SE,0.0,-100.0,7.1,Low,23.0,73.0,2022-02-26 02:00:00
2022-02-27,4,2022,8.9,24.0,SE,5.3,0.0,7.1,Low,23.1,71.0,2022-02-27 02:00:00
2022-02-28,4,2022,9.6,27.3,W,0.6,-89.0,7.1,Low,23.0,75.0,2022-02-28 02:00:00
2022-03-01,4,2022,11.5,17.9,S,0.6,4.0,7.1,Low,22.6,70.0,2022-03-01 02:00:00
2022-03-02,4,2022,12.6,27.4,SW,3.6,482.0,7.2,Low,24.1,72.0,2022-03-02 02:00:00
2022-03-03,4,2022,8.6,15.1,NE,0.3,-92.0,7.0,Low,23.0,70.0,2022-03-03 02:00:00
2022-03-04,4,2022,12.0,24.4,SE,1.2,320.0,7.1,Low,22.8,71.0,2022-03-04 02:00:00
2022-03-05,4,2022,10.4,27.0,E,0.3,-73.0,7.2,Low,23.6,75.0,2022-03-05 02:00:00
2022-03-06,4,2022,10.9,24.6,NE,0.2,-39.0,7.2,Low,22.6,74.0,2022-03-06 02:00:00
2022-03-07,4,2022,11.9,24.1,N,8.4,4299.0,7.2,Low,21.7,80.0,2022-03-07 02:00:00
2022-03-08,4,2022,9.5,20.9,NE,0.7,-92.0,7.2,Low,23.2,70.0,2022-03-08 02:00:00
2022-03-09,4,2022,11.0,27.0,W,1.1,60.0,7.2,Low,24.0,76.0,2022-03-09 02:00:00
2022-03-10,4,2022,12.3,18.7,NW,8.6,699.0,7.1,Low,22.6,70.0,2022-03-10 02:00:00
2022-03-11,4,2022,12.3,27.8,SE,2.9,-66.0,7.1,Medium,22.1,68.0,2022-03-11 02:00:00
2022-03-12,4,2022,11.5,25.4,NE,0.0,-100.0,7.3,Medium,22.8,65.0,2022-03-12 02:00:00
2022-03-13,4,2022,10.9,22.4,S,5.5,0.0,6.9,Medium,21.9,70.0,2022-03-13 02:00:00
2022-03-14,4,2022,8.2,24.8,S,0.0,-100.0,7.1,Medium,22.2,68.0,2022-03-14 02:00:00
2022-03-15,4,2022,9.1,20.0,SE,0.2,2648.0,7.1,Medium,23.6,69.0,2022-03-15 02:00:00
2022-03-16,4,2022,14.0,20.3,N,0.0,-100.0,7.2,Medium,21.1,68.0,2022-03-16 02:00:00
2022-03-17,4,2022,11.8,18.2,N,1.6,0.0,7.0,Medium,23.1,64.0,2022-03-17 02:00:00
2022-03-18,4,2022,10.3,17.2,SE,0.9,-41.0,7.2,Low,22.5,72.0,2022-03-18 02:00:00
2022-03-19,4,2022,10.0,16.4,S,2.8,198.0,7.0,Low,23.1,71.0,2022-03-19 02:00:00
2022-03-20,4,2022,11.4,23.3,S,2.0,-29.0,7.0,Low,21.5,67.0,2022-03-20 02:00:00
2022-03-21,4,2022,9.7,21.3,SE,2.3,15.0,7.0,Medium,22.9,68.0,2022-03-21 02:00:00
2022-03-22,4,2022,11.1,17.3,NW,1.6,-32.0,7.2,Medium,22.2,73.0,2022-03-22 02:00:00
2022-03-23,4,2022,9.4,24.9,NE,0.4,-75.0,7.1,Low,22.6,68.0,2022-03-23 02:00:00
2022-03-24,4,2022,9.9,20.4,SE,1.5,295.0,7.1,Low,22.9,70.0,2022-03-24 02:00:00
2022-03-25,4,2022,8.6,23.2,S,1.7,12.0,6.9,Low,22.6,60.0,2022-03-25 02:00:00
2022-03-26,4,2022,10.4,26.3,E,4.2,146.0,7.0,Low,21.9,65.0,2022-03-26 02:00:00
2022-03-27,4,2022,10.6,27.2,W,0.3,-92.0,7.3,Low,23.7,68.0,2022-03-27 02:00:00
2022-03-28,4,2022,8.4,24.2,NE,0.0,-100.0,7.0,Low,21.9,67.0,2022-03-28 02:00:00
2022-03-29,4,2022,9.2,21.0,N,5.7,0.0,7.1,Low,23.2,71.0,2022-03-29 02:00:00
2022-03-30,4,2022,12.1,17.2,E,2.1,-63.0,7.3,Low,22.6,66.0,2022-03-30 02:00:00
2022-03-31,4,2022,10.6,27.1,W,0.3,-85.0,7.2,Low,23.1,72.0,2022-03-31 02:00:00
2022-04-01,4,2022,10.7,18.9,N,1.7,433.0,7.1,Low,22.7,70.0,2022-04-01 02:00:00
2022-04-02,4,2022,12.3,17.7,W,4.9,182.0,7.1,Low,22.4,71.0,2022-04-02 02:00:00
2022-04-03,4,2022,11.2,26.7,NW,3.0,-38.0,7.0,Low,22.5,67.0,2022-04-03 02:00:00
2022-04-04,4,2022,10.7,24.9,S,0.6,-81.0,7.2,Low,22.4,68.0,2022-04-04 02:00:00
2022-04-05,4,2022,9.9,17.5,SE,0.0,-100.0,7.2,Low,22.4,65.0,2022-04-05 02:00:00
2022-04-06,4,2022,11.9,23.2,SW,0.7,0.0,7.1,Low,22.2,69.0,2022-04-06 02:00:00
2022-04-07,4,2022,9.7,19.1,N,2.5,252.0,7.0,Low,23.1,68.0,2022-04-07 02:00:00
2022-04-08,4,2022,9.4,20.1,W,2.6,5.0,7.2,Low,22.9,63.0,2022-04-08 02:00:00
2022-04-09,4,2022,8.5,14.0,SW,1.2,-53.0,7.0,Low,24.3,63.0,2022-04-09 02:00:00
2022-04-10,4,2022,11.2,27.7,E,4.6,278.0,7.0,Low,23.8,65.0,2022-04-10 02:00:00
2022-04-11,4,2022,11.6,21.4,W,0.2,-96.0,7.1,Low,21.8,70.0,2022-04-11 02:00:00
2022-04-12,4,2022,12.7,21.4,SE,0.7,289.0,7.2,Low,22.5,69.0,2022-04-12 02:00:00
2022-04-13,4,2022,11.5,22.2,W,0.9,29.0,7.3,Low,23.7,63.0,2022-04-13 02:00:00
2022-04-14,4,2022,8.8,21.5,SE,3.7,300.0,7.1,Low,24.0,68.0,2022-04-14 02:00:00
2022-04-15,4,2022,11.7,28.8,E,6.7,82.0,7.1,Low,22.7,66.0,2022-04-15 02:00:00
2022-04-16,4,2022,9.3,20.6,NW,0.1,-98.0,7.1,Low,24.1,63.0,2022-04-16 02:00:00
2022-04-17,4,2022,13.0,23.9,W,0.5,231.0,7.1,Low,23.0,72.0,2022-04-17 02:00:00
2022-04-18,4,2022,12.4,25.8,W,3.6,661.0,7.2,Low,23.7,73.0,2022-04-18 02:00:00
2022-04-19,4,2022,11.7,17.6,NE,3.6,-1.0,7.2,Low,21.7,69.0,2022-04-19 02:00:00
2022-04-20,4,2022,8.2,14.8,S,3.6,1.0,7.0,Low,23.2,67.0,2022-04-20 02:00:00
2022-04-21,4,2022,11.5,28.1,SW,0.0,-100.0,7.1,Low,23.3,67.0,2022-04-21 02:00:00
2022-04-22,4,2022,11.4,28.6,W,1.0,0.0,7.0,Low,23.3,68.0,2022-04-22 02:00:00
2022-04-23,4,2022,6.9,20.1,NE,3.9,279.0,7.1,Low,23.4,71.0,2022-04-23 02:00:00
2022-04-24,4,2022,11.4,23.3,N,1.7,-57.0,7.1,Low,22.9,66.0,2022-04-24 02:00:00
2022-04-25,4,2022,10.9,26.6,W,0.7,-56.0,7.1,Low,23.2,73.0,2022-04-25 02:00:00
2022-04-26,4,2022,12.1,17.7,NE,0.0,-96.0,7.2,Low,22.4,70.0,2022-04-26 02:00:00
2022-04-27,4,2022,10.1,19.5,SW,7.8,25889.0,7.2,Low,22.6,69.0,2022-04-27 02:00:00
2022-04-28,4,2022,10.9,27.8,NE,0.4,-95.0,7.1,Low,23.7,69.0,2022-04-28 02:00:00
2022-04-29,4,2022,10.9,17.9,S,3.4,743.0,7.1,Low,24.3,73.0,2022-04-29 02:00:00
2022-04-30,4,2022,10.1,18.3,NW,0.5,-87.0,7.0,Low,23.8,69.0,2022-04-30 02:00:00
2022-05-01,4,2022,10.2,20.3,SE,0.7,55.0,7.0,Low,23.4,71.0,2022-05-01 02:00:00
2022-05-02,4,2022,10.9,16.6,E,1.3,86.0,6.9,Low,23.5,69.0,2022-05-02 02:00:00
2022-05-03,4,2022,9.0,26.8,NE,0.8,-38.0,7.0,Low,23.7,63.0,2022-05-03 02:00:00
2022-05-04,4,2022,8.8,23.4,E,9.3,1027.0,7.0,Low,23.6,67.0,2022-05-04 02:00:00
2022-05-05,4,2022,10.2,18.6,SW,0.0,-100.0,7.0,Low,22.8,68.0,2022-05-05 02:00:00
2022-05-06,4,2022,12.4,18.4,S,2.9,0.0,7.1,Low,23.8,73.0,2022-05-06 02:00:00
2022-05-07,4,2022,9.8,25.1,NE,0.3,-88.0,7.0,Low,24.9,67.0,2022-05-07 02:00:00
2022-05-08,4,2022,10.4,22.9,SE,1.4,318.0,7.0,Low,23.7,71.0,2022-05-08 02:00:00
2022-05-09,4,2022,13.1,22.7,NW,3.9,181.0,7.1,Low,22.6,72.0,2022-05-09 02:00:00
2022-05-10,4,2022,13.3,20.5,E,8.8,125.0,7.0,Medium,23.7,69.0,2022-05-10 02:00:00
2022-05-11,4,2022,10.1,21.5,E,0.6,-93.0,6.9,Medium,23.7,69.0,2022-05-11 02:00:00
2022-05-12,4,2022,10.7,16.2,S,0.6,-9.0,7.1,Medium,23.0,61.0,2022-05-12 02:00:00
2022-05-13,4,2022,11.5,17.7,SW,1.6,179.0,6.9,Medium,23.1,60.0,2022-05-13 02:00:00
2022-05-14,4,2022,10.1,15.4,S,0.6,-62.0,7.0,Medium,23.4,65.0,2022-05-14 02:00:00
2022-05-15,4,2022,9.3,20.1,NW,2.1,263.0,6.9,Medium,24.7,62.0,2022-05-15 02:00:00
2022-05-16,4,2022,13.3,19.6,S,1.9,-11.0,7.1,Medium,22.4,68.0,2022-05-16 02:00:00
2022-05-17,4,2022,9.9,20.7,SW,0.7,-65.0,7.2,Medium,23.0,72.0,2022-05-17 02:00:00
2022-05-18,4,2022,6.4,22.1,W,1.5,127.0,7.0,Medium,22.9,68.0,2022-05-18 02:00:00
2022-05-19,4,2022,11.1,22.4,E,0.1,-92.0,7.1,Medium,22.0,65.0,2022-05-19 02:00:00
2022-05-20,4,2022,10.2,18.5,NE,0.0,-100.0,7.1,Medium,23.8,69.0,2022-05-20 02:00:00
2022-05-21,4,2022,8.1,20.1,E,0.0,0.0,7.1,Low,23.2,64.0,2022-05-21 02:00:00
2022-05-22,4,2022,8.7,14.9,W,5.8,24512.0,7.0,Medium,23.4,65.0,2022-05-22 02:00:00
2022-05-23,4,2022,11.2,27.2,SW,1.0,-84.0,7.0,Medium,23.5,73.0,2022-05-23 02:00:00
2022-05-24,4,2022,11.8,20.1,S,0.7,-31.0,6.9,Medium,23.8,67.0,2022-05-24 02:00:00
2022-05-25,4,2022,11.2,28.9,SW,0.0,-100.0,7.1,Medium,24.1,69.0,2022-05-25 02:00:00
2022-05-26,4,2022,8.4,14.6,S,0.7,0.0,7.2,Medium,23.5,67.0,2022-05-26 02:00:00
2022-05-27,4,2022,8.8,24.9,N,2.5,234.0,6.9,Medium,23.8,65.0,2022-05-27 02:00:00
2022-05-28,4,2022,9.9,26.2,NE,0.3,-89.0,7.2,Low,23.1,68.0,2022-05-28 02:00:00
2022-05-29,4,2022,11.1,25.5,S,0.3,9.0,7.0,Low,23.7,64.0,2022-05-29 02:00:00
2022-05-30,4,2022,7.7,21.1,W,0.2,-16.0,7.0,Medium,22.7,66.0,2022-05-30 02:00:00
2022-05-31,4,2022,10.9,17.6,S,0.1,-50.0,7.1,Low,23.2,71.0,2022-05-31 02:00:00
2022-06-01,4,2022,10.3,20.8,N,1.1,771.0,6.8,Low,24.3,66.0,2022-06-01 02:00:00
2022-06-02,4,2022,13.3,26.2,N,2.9,168.0,7.0,Low,23.9,64.0,2022-06-02 02:00:00
2022-06-03,4,2022,12.7,22.6,W,4.7,63.0,7.0,Low,24.1,68.0,2022-06-03 02:00:00
2022-06-04,4,2022,8.9,18.0,E,0.5,-90.0,7.2,Low,24.7,71.0,2022-06-04 02:00:00
2022-06-05,4,2022,10.7,20.0,NW,0.2,-49.0,7.0,Low,24.2,63.0,2022-06-05 02:00:00
2022-06-06,4,2022,11.9,20.5,NE,4.3,1664.0,7.0,Low,24.0,68.0,2022-06-06 02:00:00
2022-06-07,4,2022,9.8,25.0,NW,0.5,-89.0,6.8,Low,22.8,73.0,2022-06-07 02:00:00
2022-06-08,4,2022,13.3,30.2,NE,0.0,-100.0,7.0,Low,23.2,67.0,2022-06-08 02:00:00
2022-06-09,4,2022,14.0,31.6,SE,0.8,0.0,7.2,Low,22.5,64.0,2022-06-09 02:00:00
2022-06-10,4,2022,12.2,23.7,NW,0.1,-83.0,7.1,Medium,23.6,73.0,2022-06-10 02:00:00
2022-06-11,4,2022,10.6,22.2,SE,7.4,5204.0,7.0,Medium,22.7,68.0,2022-06-11 02:00:00
2022-06-12,4,2022,14.8,20.0,W,0.4,-95.0,7.0,Medium,24.4,70.0,2022-06-12 02:00:00
2022-06-13,4,2022,13.8,28.0,E,2.4,509.0,7.0,Medium,23.6,65.0,2022-06-13 02:00:00
2022-06-14,4,2022,10.1,23.2,SE,6.0,146.0,7.0,Medium,22.9,66.0,2022-06-14 02:00:00
2022-06-15,4,2022,9.7,22.8,W,2.8,-54.0,7.0,Medium,22.8,66.0,2022-06-15 02:00:00
2022-06-16,4,2022,11.0,22.5,N,0.8,-71.0,7.0,Medium,24.0,61.0,2022-06-16 02:00:00
2022-06-17,4,2022,12.1,21.6,S,2.0,155.0,7.1,Medium,23.6,69.0,2022-06-17 02:00:00
2022-06-18,4,2022,13.6,23.2,SE,11.1,444.0,7.0,Med-High,23.0,64.0,2022-06-18 02:00:00
2022-06-19,4,2022,10.7,17.3,W,3.5,-69.0,7.0,Med-High,23.7,71.0,2022-06-19 02:00:00
2022-06-20,4,2022,10.6,19.1,SE,0.2,-94.0,7.0,Med-High,23.4,66.0,2022-06-20 02:00:00
2022-06-21,4,2022,11.5,19.2,E,0.1,-28.0,6.9,Med-High,22.5,66.0,2022-06-21 02:00:00
2022-06-22,4,2022,10.6,23.2,E,0.4,166.0,7.0,Med-High,22.3,68.0,2022-06-22 02:00:00
2022-06-23,4,2022,11.1,18.9,SE,2.3,495.0,6.9,Med-High,23.6,66.0,2022-06-23 02:00:00
2022-06-24,4,2022,11.1,23.8,SE,0.0,-100.0,7.0,Med-High,24.8,71.0,2022-06-24 02:00:00
2022-06-25,4,2022,12.1,25.6,NW,0.0,0.0,6.8,Med-High,25.0,71.0,2022-06-25 02:00:00
2022-06-26,4,2022,10.2,17.7,W,3.6,0.0,7.1,Med-High,22.8,69.0,2022-06-26 02:00:00
2022-06-27,4,2022,12.6,24.6,SW,1.6,-57.0,6.9,Med-High,24.2,65.0,2022-06-27 02:00:00
2022-06-28,4,2022,10.6,22.2,S,1.8,15.0,7.0,Med-High,22.5,67.0,2022-06-28 02:00:00
2022-06-29,4,2022,9.6,14.9,W,0.0,-100.0,7.1,Med-High,23.2,66.0,2022-06-29 02:00:00
2022-06-30,4,2022,13.4,29.8,S,4.6,0.0,7.0,Med-High,23.6,64.0,2022-06-30 02:00:00
2022-07-01,4,2022,10.0,22.5,S,0.0,-100.0,6.9,Med-High,21.9,65.0,2022-07-01 02:00:00
2022-07-02,4,2022,11.4,16.8,S,1.6,0.0,7.1,Medium,24.5,63.0,2022-07-02 02:00:00
2022-07-03,4,2022,11.6,22.7,SE,0.0,-100.0,7.0,Medium,24.5,69.0,2022-07-03 02:00:00
2022-07-04,4,2022,10.9,17.3,N,0.8,0.0,7.1,Medium,24.3,63.0,2022-07-04 02:00:00
2022-07-05,4,2022,12.8,23.7,E,0.1,-84.0,6.9,Medium,23.8,66.0,2022-07-05 02:00:00
2022-07-06,4,2022,10.1,27.3,SE,1.9,1382.0,7.0,Medium,24.4,71.0,2022-07-06 02:00:00
2022-07-07,4,2022,10.8,21.9,SW,1.6,-14.0,7.0,Medium,23.6,64.0,2022-07-07 02:00:00
2022-07-08,4,2022,12.1,23.7,NE,2.1,32.0,6.9,Medium,23.8,70.0,2022-07-08 02:00:00
2022-07-09,4,2022,11.0,17.5,NW,1.5,-30.0,7.0,Medium,22.6,63.0,2022-07-09 02:00:00
2022-07-10,4,2022,10.9,17.5,SW,1.4,-6.0,7.0,Medium,23.2,65.0,2022-07-10 02:00:00
2022-07-11,4,2022,11.8,23.0,E,2.1,52.0,6.7,Medium,23.6,61.0,2022-07-11 02:00:00
2022-07-12,4,2022,10.7,28.3,SW,0.0,-100.0,6.9,Medium,24.0,72.0,2022-07-12 02:00:00
2022-07-13,4,2022,12.6,24.1,N,2.2,0.0,7.1,Medium,24.4,64.0,2022-07-13 02:00:00
2022-07-14,4,2022,9.1,15.8,NW,0.1,-93.0,7.0,Low,24.2,65.0,2022-07-14 02:00:00
2022-07-15,4,2022,9.2,25.2,NE,0.5,220.0,7.0,Low,26.2,65.0,2022-07-15 02:00:00
2022-07-16,4,2022,10.0,26.3,S,10.2,2035.0,6.8,Medium,24.9,64.0,2022-07-16 02:00:00
2022-07-17,4,2022,10.1,22.4,SE,0.0,-100.0,7.0,Medium,23.6,61.0,2022-07-17 02:00:00
2022-07-18,4,2022,11.0,19.5,SE,0.1,416.0,6.9,Low,25.2,66.0,2022-07-18 02:00:00
2022-07-19,4,2022,10.2,26.8,SE,0.3,142.0,6.9,Low,24.3,63.0,2022-07-19 02:00:00
2022-07-20,4,2022,10.0,27.3,S,0.4,19.0,7.1,Low,24.4,70.0,2022-07-20 02:00:00
2022-07-21,4,2022,12.2,18.9,SW,0.0,-100.0,7.3,Low,24.7,64.0,2022-07-21 02:00:00
2022-07-22,4,2022,10.9,24.6,E,3.3,0.0,7.0,Low,23.4,64.0,2022-07-22 02:00:00
2022-07-23,4,2022,11.7,29.5,N,0.7,-80.0,6.9,Low,24.5,63.0,2022-07-23 02:00:00
2022-07-24,4,2022,9.8,17.5,S,1.8,168.0,6.9,Low,22.1,65.0,2022-07-24 02:00:00
2022-07-25,4,2022,10.9,19.7,SE,0.0,-100.0,7.0,Low,24.6,67.0,2022-07-25 02:00:00
2022-07-26,4,2022,11.6,21.9,S,0.1,0.0,6.9,Low,24.3,69.0,2022-07-26 02:00:00
2022-07-27,4,2022,13.2,22.1,S,0.5,413.0,7.1,Low,24.1,67.0,2022-07-27 02:00:00
2022-07-28,4,2022,12.1,22.2,W,4.8,811.0,7.1,Low,25.1,74.0,2022-07-28 02:00:00
2022-07-29,4,2022,11.0,27.7,SE,0.9,-82.0,7.0,Low,23.3,69.0,2022-07-29 02:00:00
2022-07-30,4,2022,11.1,17.0,SE,1.3,53.0,7.2,Low,24.0,67.0,2022-07-30 02:00:00
2022-07-31,4,2022,8.9,26.5,NE,0.0,-100.0,7.1,Low,24.3,63.0,2022-07-31 02:00:00
2022-08-01,4,2022,13.0,23.9,NE,1.9,0.0,6.8,Low,25.5,69.0,2022-08-01 02:00:00
2022-08-02,4,2022,9.1,24.8,W,0.4,-78.0,7.0,Low,23.5,66.0,2022-08-02 02:00:00
2022-08-03,4,2022,11.1,19.8,NW,0.5,19.0,7.0,Low,24.7,65.0,2022-08-03 02:00:00
2022-08-04,4,2022,11.1,25.8,SW,9.7,1866.0,7.1,Medium,24.1,65.0,2022-08-04 02:00:00
2022-08-05,4,2022,7.1,22.8,SE,0.0,-100.0,7.0,Low,24.8,66.0,2022-08-05 02:00:00
2022-08-06,4,2022,10.4,21.7,E,7.1,0.0,6.9,Medium,24.4,64.0,2022-08-06 02:00:00
2022-08-07,4,2022,8.0,16.4,SW,3.4,-53.0,6.9,Medium,24.6,64.0,2022-08-07 02:00:00
2022-08-08,4,2022,11.3,21.8,S,0.6,-84.0,6.9,Low,23.1,64.0,2022-08-08 02:00:00
2022-08-09,4,2022,9.3,14.9,NE,3.5,534.0,6.9,Medium,22.8,68.0,2022-08-09 02:00:00
2022-08-10,4,2022,13.4,24.1,SE,7.0,99.0,6.8,Medium,24.1,61.0,2022-08-10 02:00:00
2022-08-11,4,2022,11.1,28.9,NW,2.8,-61.0,7.0,Medium,25.2,63.0,2022-08-11 02:00:00
2022-08-12,4,2022,12.1,20.8,SE,0.1,-96.0,6.9,Medium,24.2,66.0,2022-08-12 02:00:00
2022-08-13,4,2022,13.4,24.4,S,1.7,1272.0,6.9,Medium,23.6,64.0,2022-08-13 02:00:00
2022-08-14,4,2022,9.6,19.9,S,2.3,39.0,6.8,Medium,23.7,65.0,2022-08-14 02:00:00
2022-08-15,4,2022,12.1,22.9,SW,1.8,-20.0,7.0,Medium,24.3,59.0,2022-08-15 02:00:00
2022-08-16,4,2022,11.9,27.7,SE,3.8,105.0,6.9,Medium,24.9,65.0,2022-08-16 02:00:00
2022-08-17,4,2022,10.4,19.2,N,3.1,-17.0,6.9,Medium,25.5,64.0,2022-08-17 02:00:00
2022-08-18,4,2022,9.3,20.8,S,0.0,-100.0,6.8,Medium,24.5,70.0,2022-08-18 02:00:00
2022-08-19,4,2022,11.5,25.6,NW,0.0,0.0,7.0,Medium,22.9,63.0,2022-08-19 02:00:00
2022-08-20,4,2022,11.9,19.9,SE,0.9,0.0,7.0,Medium,25.1,60.0,2022-08-20 02:00:00
2022-08-21,4,2022,11.7,25.2,NW,0.5,-44.0,6.9,Medium,23.7,66.0,2022-08-21 02:00:00
2022-08-22,4,2022,11.3,21.3,SE,0.0,-100.0,6.9,Medium,23.8,62.0,2022-08-22 02:00:00
2022-08-23,4,2022,10.7,27.3,SE,1.2,0.0,6.9,Medium,25.3,60.0,2022-08-23 02:00:00
2022-08-24,4,2022,8.6,15.4,W,2.9,132.0,6.9,Medium,24.1,69.0,2022-08-24 02:00:00
2022-08-25,4,2022,11.9,23.4,NE,2.8,-0.0,7.1,Medium,25.2,65.0,2022-08-25 02:00:00
2022-08-26,4,2022,8.0,18.4,W,0.2,-93.0,6.9,Medium,24.7,65.0,2022-08-26 02:00:00
2022-08-27,4,2022,11.5,22.9,E,8.8,4266.0,7.0,Medium,24.5,64.0,2022-08-27 02:00:00
2022-08-28,4,2022,10.3,24.1,N,1.4,-84.0,6.9,Medium,25.0,63.0,2022-08-28 02:00:00
2022-08-29,4,2022,11.3,16.8,NW,0.0,-100.0,6.7,Medium,24.6,68.0,2022-08-29 02:00:00
2022-08-30,4,2022,13.9,23.7,E,1.9,0.0,6.9,Medium,25.7,68.0,2022-08-30 02:00:00
2022-08-31,4,2022,11.7,17.1,NW,0.6,-71.0,6.7,Medium,25.0,60.0,2022-08-31 02:00:00
2022-09-01,4,2022,12.6,18.1,SE,0.0,-100.0,7.0,Low,26.1,60.0,2022-09-01 02:00:00
