time,region_id,year_id,moisture_content_percent,sand_ratio,clay_ratio,silt_ratio,root_zone_depth_mm,organic_matter_percent,infiltration_rate_mmhr,field_capacity_percent,wilting_point_percent,salinity_ece_dsm,soil_ph_level,updated_at
2021-02-01,5,2021,20.67,42.51,22.89,34.6,418.0,2.1,11.91,29.68,14.01,0.792,6.9,2021-02-01 02:00:00
2021-02-02,5,2021,24.0,44.11,24.9,30.99,410.0,2.2,9.76,29.69,12.61,0.804,6.8,2021-02-02 02:00:00
2021-02-03,5,2021,23.07,38.76,23.88,37.36,421.0,2.22,11.97,30.5,14.01,0.897,7.0,2021-02-03 02:00:00
2021-02-04,5,2021,20.69,42.47,22.18,35.35,417.0,2.32,11.44,31.93,14.54,0.809,6.9,2021-02-04 02:00:00
2021-02-05,5,2021,18.95,41.07,25.56,33.37,436.0,2.1,11.23,30.53,14.36,0.807,7.0,2021-02-05 02:00:00
2021-02-06,5,2021,19.68,42.32,23.97,33.71,448.0,2.09,11.8,30.39,14.22,0.843,6.9,2021-02-06 02:00:00
2021-02-07,5,2021,17.87,42.45,24.56,32.99,426.0,2.19,12.82,29.44,15.36,0.85,6.9,2021-02-07 02:00:00
2021-02-08,5,2021,20.59,42.07,24.49,33.44,442.0,1.93,12.72,31.92,15.11,0.949,6.9,2021-02-08 02:00:00
2021-02-09,5,2021,20.03,43.02,23.98,33.0,411.0,2.14,10.61,30.98,14.49,0.802,7.1,2021-02-09 02:00:00
2021-02-10,5,2021,14.25,41.61,25.53,32.86,426.0,2.13,14.99,31.04,14.77,0.879,7.0,2021-02-10 02:00:00
2021-02-11,5,2021,18.79,39.41,25.3,35.29,437.0,2.18,12.14,31.4,13.63,0.945,6.8,2021-02-11 02:00:00
2021-02-12,5,2021,19.19,41.04,26.24,32.72,439.0,2.25,11.86,33.23,15.46,0.872,6.9,2021-02-12 02:00:00
2021-02-13,5,2021,17.95,44.52,21.31,34.17,432.0,2.14,11.76,32.42,12.5,0.826,7.1,2021-02-13 02:00:00
2021-02-14,5,2021,16.52,39.64,21.67,38.69,431.0,2.57,12.56,30.11,13.11,0.877,6.9,2021-02-14 02:00:00
2021-02-15,5,2021,12.65,43.07,23.41,33.52,430.0,2.48,11.96,30.96,15.31,0.865,6.9,2021-02-15 02:00:00
2021-02-16,5,2021,12.98,42.39,23.33,34.28,422.0,2.23,12.1,30.81,14.2,0.734,7.0,2021-02-16 02:00:00
2021-02-17,5,2021,10.11,40.51,24.21,35.28,412.0,2.25,12.46,31.61,12.55,0.888,7.0,2021-02-17 02:00:00
2021-02-18,5,2021,8.76,44.51,23.51,31.98,428.0,2.11,15.1,30.8,14.78,0.676,6.8,2021-02-18 02:00:00
2021-02-19,5,2021,9.88,41.69,21.47,36.84,456.0,2.48,12.48,31.22,15.3,0.877,6.9,2021-02-19 02:00:00
2021-02-20,5,2021,8.51,43.23,24.42,32.35,416.0,2.11,12.48,31.34,14.55,0.94,6.9,2021-02-20 02:00:00
2021-02-21,5,2021,16.36,41.24,24.35,34.41,424.0,1.99,12.56,31.21,13.64,0.843,6.9,2021-02-21 02:00:00
2021-02-22,5,2021,18.42,39.57,25.07,35.36,435.0,1.94,11.36,29.92,14.65,0.803,6.8,2021-02-22 02:00:00
2021-02-23,5,2021,14.17,44.68,26.58,28.74,431.0,2.17,11.87,32.92,14.08,0.907,7.1,2021-02-23 02:00:00
2021-02-24,5,2021,16.24,42.86,25.3,31.84,422.0,1.95,13.04,29.85,14.53,0.819,6.9,2021-02-24 02:00:00
2021-02-25,5,2021,13.64,41.46,22.85,35.69,436.0,2.0,12.93,31.36,13.88,0.802,6.8,2021-02-25 02:00:00
2021-02-26,5,2021,13.88,39.45,24.01,36.54,434.0,2.18,12.25,30.2,13.31,0.817,6.8,2021-02-26 02:00:00
2021-02-27,5,2021,11.55,40.4,24.71,34.89,415.0,2.15,14.36,30.88,14.2,0.888,6.9,2021-02-27 02:00:00
2021-02-28,5,2021,11.07,39.93,25.3,34.77,443.0,2.35,11.67,30.31,14.41,0.871,7.0,2021-02-28 02:00:00
2021-03-01,5,2021,9.08,37.62,22.91,39.47,439.0,2.14,11.63,31.58,13.59,0.905,6.9,2021-03-01 02:00:00
2021-03-02,5,2021,10.33,40.79,24.8,34.41,421.0,2.01,11.45,30.27,15.13,0.855,7.1,2021-03-02 02:00:00
2021-03-03,5,2021,5.0,44.36,23.11,32.53,428.0,2.15,9.49,29.91,13.68,0.88,6.9,2021-03-03 02:00:00
2021-03-04,5,2021,5.0,43.6,25.54,30.86,433.0,2.22,14.0,31.7,13.26,0.957,7.0,2021-03-04 02:00:00
2021-03-05,5,2021,5.25,42.24,25.82,31.94,446.0,1.83,13.24,31.58,14.57,0.921,6.9,2021-03-05 02:00:00
2021-03-06,5,2021,5.0,40.07,25.17,34.76,410.0,2.4,11.79,29.1,13.98,0.871,7.1,2021-03-06 02:00:00
2021-03-07,5,2021,5.43,43.2,23.19,33.61,424.0,1.83,11.23,29.62,13.4,0.889,6.9,2021-03-07 02:00:00
2021-03-08,5,2021,9.6,41.13,24.22,34.65,426.0,2.05,11.36,32.45,14.65,0.806,6.9,2021-03-08 02:00:00
2021-03-09,5,2021,6.56,42.34,23.35,34.31,429.0,2.13,11.28,31.44,14.16,0.847,6.9,2021-03-09 02:00:00
2021-03-10,5,2021,10.55,41.31,24.9,33.79,441.0,2.02,12.39,32.4,13.57,0.855,7.1,2021-03-10 02:00:00
2021-03-11,5,2021,8.14,42.96,21.82,35.22,430.0,2.15,12.54,32.01,14.63,0.977,7.1,2021-03-11 02:00:00
2021-03-12,5,2021,11.77,41.6,22.56,35.84,432.0,2.06,14.19,30.56,14.08,0.83,6.8,2021-03-12 02:00:00
2021-03-13,5,2021,9.52,41.57,23.24,35.19,457.0,2.08,10.74,32.79,12.76,0.798,6.8,2021-03-13 02:00:00
2021-03-14,5,2021,7.34,42.83,24.77,32.4,426.0,2.32,11.47,31.3,14.03,0.926,6.8,2021-03-14 02:00:00
2021-03-15,5,2021,5.61,43.96,21.98,34.06,438.0,2.09,13.09,30.98,13.85,0.898,6.8,2021-03-15 02:00:00
2021-03-16,5,2021,5.76,39.78,24.01,36.21,438.0,2.54,12.64,32.23,13.92,0.87,7.1,2021-03-16 02:00:00
2021-03-17,5,2021,5.0,42.67,24.68,32.65,458.0,2.21,12.41,30.03,13.74,0.818,6.9,2021-03-17 02:00:00
2021-03-18,5,2021,5.72,42.56,26.24,31.2,431.0,2.31,12.75,30.9,12.64,0.929,7.1,2021-03-18 02:00:00
2021-03-19,5,2021,6.01,43.74,23.41,32.85,431.0,2.34,12.72,31.38,14.69,0.846,6.9,2021-03-19 02:00:00
2021-03-20,5,2021,9.02,46.71,24.46,28.83,422.0,2.38,13.5,31.6,14.15,0.85,6.9,2021-03-20 02:00:00
2021-03-21,5,2021,7.37,42.35,24.37,33.28,455.0,2.42,12.61,30.59,15.04,0.894,6.9,2021-03-21 02:00:00
2021-03-22,5,2021,12.1,46.08,23.91,30.01,450.0,2.18,9.21,30.8,15.36,0.9,7.0,2021-03-22 02:00:00
2021-03-23,5,2021,16.37,41.83,25.74,32.43,410.0,2.12,8.77,30.19,14.1,0.891,7.0,2021-03-23 02:00:00
2021-03-24,5,2021,12.01,39.08,22.84,38.08,446.0,1.85,13.04,31.11,13.51,0.84,6.9,2021-03-24 02:00:00
2021-03-25,5,2021,17.0,42.01,21.41,36.58,443.0,2.23,11.4,30.64,12.72,0.922,7.0,2021-03-25 02:00:00
2021-03-26,5,2021,20.47,41.71,24.53,33.76,424.0,2.29,14.43,30.67,15.18,0.873,6.8,2021-03-26 02:00:00
2021-03-27,5,2021,26.6,42.62,28.38,29.0,441.0,2.32,11.75,31.62,15.02,0.872,7.0,2021-03-27 02:00:00
2021-03-28,5,2021,26.27,43.83,23.72,32.45,440.0,2.3,11.29,32.05,14.13,0.808,6.9,2021-03-28 02:00:00
2021-03-29,5,2021,28.03,43.21,24.25,32.54,435.0,2.19,10.68,29.24,13.04,0.863,6.9,2021-03-29 02:00:00
2021-03-30,5,2021,26.43,45.51,25.8,28.69,439.0,2.35,14.05,29.21,15.03,0.85,6.7,2021-03-30 02:00:00
2021-03-31,5,2021,25.27,43.43,22.54,34.03,438.0,2.05,12.99,30.75,13.2,0.896,6.9,2021-03-31 02:00:00
2021-04-01,5,2021,38.5,40.36,24.37,35.27,440.0,2.41,11.57,30.35,12.85,0.794,6.9,2021-04-01 02:00:00
2021-04-02,5,2021,45.0,40.64,23.53,35.83,432.0,2.27,11.31,29.66,13.34,0.87,7.0,2021-04-02 02:00:00
2021-04-03,5,2021,44.0,41.75,21.07,37.18,422.0,2.14,12.04,32.09,12.85,0.893,6.8,2021-04-03 02:00:00
2021-04-04,5,2021,45.0,43.0,22.82,34.18,432.0,2.41,12.84,30.85,14.03,0.897,7.0,2021-04-04 02:00:00
2021-04-05,5,2021,44.07,40.27,24.3,35.43,429.0,2.06,12.17,29.38,14.84,0.904,6.9,2021-04-05 02:00:00
2021-04-06,5,2021,45.0,46.38,24.9,28.72,441.0,2.16,9.29,31.42,13.95,0.821,6.9,2021-04-06 02:00:00
2021-04-07,5,2021,42.71,46.34,23.3,30.36,426.0,2.56,15.68,32.55,14.12,0.943,7.1,2021-04-07 02:00:00
2021-04-08,5,2021,40.2,44.05,21.98,33.97,435.0,1.96,11.92,30.92,14.38,0.933,6.8,2021-04-08 02:00:00
2021-04-09,5,2021,39.24,43.97,25.39,30.64,434.0,2.13,12.43,31.2,13.49,0.934,6.9,2021-04-09 02:00:00
2021-04-10,5,2021,39.31,42.72,24.46,32.82,457.0,2.27,12.55,31.01,15.03,0.938,6.8,2021-04-10 02:00:00
2021-04-11,5,2021,36.4,41.28,26.25,32.47,443.0,2.23,11.96,29.31,13.93,0.904,6.9,2021-04-11 02:00:00
2021-04-12,5,2021,33.0,40.9,25.73,33.37,423.0,2.25,11.87,30.98,13.91,0.897,7.0,2021-04-12 02:00:00
2021-04-13,5,2021,33.64,43.34,23.64,33.02,456.0,2.34,12.24,30.54,13.27,0.975,6.9,2021-04-13 02:00:00
2021-04-14,5,2021,30.72,44.37,24.75,30.88,445.0,2.27,12.5,30.84,14.62,0.865,6.9,2021-04-14 02:00:00
2021-04-15,5,2021,30.6,39.52,24.99,35.49,438.0,2.37,12.68,31.76,14.39,0.949,6.7,2021-04-15 02:00:00
2021-04-16,5,2021,30.16,40.79,21.99,37.22,433.0,2.42,11.19,31.2,13.27,0.846,6.9,2021-04-16 02:00:00
2021-04-17,5,2021,26.98,40.4,22.78,36.82,435.0,2.2,13.46,31.86,14.2,0.872,7.0,2021-04-17 02:00:00
2021-04-18,5,2021,25.16,41.84,24.1,34.06,449.0,1.78,10.06,31.98,13.71,0.931,6.8,2021-04-18 02:00:00
2021-04-19,5,2021,24.63,43.02,22.7,34.28,441.0,2.15,10.31,31.17,14.0,0.943,7.0,2021-04-19 02:00:00
2021-04-20,5,2021,21.93,39.73,23.07,37.2,417.0,2.16,12.35,30.97,13.47,0.921,6.9,2021-04-20 02:00:00
2021-04-21,5,2021,21.57,44.1,22.74,33.16,435.0,2.12,11.5,31.87,14.09,0.86,7.1,2021-04-21 02:00:00
2021-04-22,5,2021,18.96,44.15,20.89,34.96,457.0,2.0,14.08,31.12,14.76,0.852,6.9,2021-04-22 02:00:00
2021-04-23,5,2021,22.47,40.93,25.92,33.15,447.0,2.17,10.02,31.95,13.39,0.931,7.1,2021-04-23 02:00:00
2021-04-24,5,2021,23.11,39.87,23.95,36.18,457.0,2.32,12.95,32.07,13.3,1.008,7.0,2021-04-24 02:00:00
2021-04-25,5,2021,24.43,43.36,25.72,30.92,450.0,2.25,12.12,29.77,14.25,0.915,7.0,2021-04-25 02:00:00
2021-04-26,5,2021,19.84,42.21,25.51,32.28,451.0,2.05,13.18,29.48,13.4,0.895,6.9,2021-04-26 02:00:00
2021-04-27,5,2021,19.06,41.1,23.3,35.6,424.0,2.32,10.59,30.93,14.66,0.904,7.0,2021-04-27 02:00:00
2021-04-28,5,2021,19.62,45.84,25.37,28.79,449.0,1.97,13.02,31.58,14.51,0.863,6.8,2021-04-28 02:00:00
2021-04-29,5,2021,17.52,43.17,25.74,31.09,432.0,2.31,10.75,31.62,15.15,0.889,6.9,2021-04-29 02:00:00
2021-04-30,5,2021,17.51,40.4,24.96,34.64,456.0,2.3,11.34,32.01,11.95,0.929,7.0,2021-04-30 02:00:00
2021-05-01,5,2021,16.95,42.51,23.65,33.84,452.0,2.21,11.22,31.72,13.85,0.926,6.9,2021-05-01 02:00:00
2021-05-02,5,2021,21.09,40.11,24.71,35.18,436.0,2.34,12.62,31.55,14.61,1.011,7.0,2021-05-02 02:00:00
2021-05-03,5,2021,20.3,39.86,23.75,36.39,432.0,2.04,13.44,30.95,12.6,0.911,6.9,2021-05-03 02:00:00
2021-05-04,5,2021,18.44,39.8,22.06,38.14,439.0,2.21,12.95,30.7,14.12,0.897,6.9,2021-05-04 02:00:00
2021-05-05,5,2021,15.79,42.2,23.13,34.67,428.0,2.12,11.19,30.95,14.09,0.926,6.8,2021-05-05 02:00:00
2021-05-06,5,2021,15.18,39.18,23.92,36.9,435.0,2.02,13.04,31.0,14.27,0.921,7.1,2021-05-06 02:00:00
2021-05-07,5,2021,15.45,41.29,22.13,36.58,446.0,2.21,14.7,31.19,12.71,0.9,7.0,2021-05-07 02:00:00
2021-05-08,5,2021,14.85,42.65,22.26,35.09,443.0,2.25,11.27,31.77,14.21,0.975,7.0,2021-05-08 02:00:00
2021-05-09,5,2021,13.64,40.74,22.48,36.78,423.0,2.6,14.22,31.63,12.26,0.925,6.9,2021-05-09 02:00:00
2021-05-10,5,2021,11.54,46.56,22.07,31.37,434.0,2.14,12.19,30.75,13.97,0.918,7.0,2021-05-10 02:00:00
2021-05-11,5,2021,10.23,39.9,22.27,37.83,444.0,2.34,13.01,30.47,15.05,0.932,6.9,2021-05-11 02:00:00
2021-05-12,5,2021,9.23,44.05,23.91,32.04,434.0,2.41,11.95,31.29,13.66,0.99,6.9,2021-05-12 02:00:00
2021-05-13,5,2021,7.22,44.23,23.52,32.25,430.0,2.13,13.24,29.57,14.17,0.93,6.9,2021-05-13 02:00:00
2021-05-14,5,2021,6.8,42.62,26.59,30.79,443.0,2.29,11.17,30.36,14.11,0.905,6.8,2021-05-14 02:00:00
2021-05-15,5,2021,12.35,38.0,23.88,38.12,422.0,2.3,11.54,31.9,12.95,0.822,6.9,2021-05-15 02:00:00
2021-05-16,5,2021,12.97,43.91,25.74,30.35,437.0,2.11,12.84,31.23,13.06,1.016,7.1,2021-05-16 02:00:00
2021-05-17,5,2021,10.81,40.71,25.23,34.06,448.0,2.16,14.21,33.96,13.2,0.894,6.9,2021-05-17 02:00:00
2021-05-18,5,2021,9.16,40.98,24.06,34.96,453.0,2.32,12.79,31.12,13.72,0.959,6.8,2021-05-18 02:00:00
2021-05-19,5,2021,7.3,44.37,23.05,32.58,424.0,2.1,11.12,31.52,14.59,0.933,7.0,2021-05-19 02:00:00
2021-05-20,5,2021,5.9,39.31,23.18,37.51,450.0,2.29,13.25,33.42,12.96,0.958,7.1,2021-05-20 02:00:00
2021-05-21,5,2021,9.8,38.21,23.87,37.92,423.0,2.26,11.34,30.1,13.14,0.893,7.1,2021-05-21 02:00:00
2021-05-22,5,2021,9.09,45.73,24.55,29.72,441.0,2.26,10.71,31.59,13.31,1.007,6.9,2021-05-22 02:00:00
2021-05-23,5,2021,5.54,39.2,24.43,36.37,428.0,2.38,11.71,29.63,14.63,0.904,7.0,2021-05-23 02:00:00
2021-05-24,5,2021,7.79,42.36,25.51,32.13,446.0,1.93,9.46,30.53,13.7,0.993,7.0,2021-05-24 02:00:00
2021-05-25,5,2021,5.0,44.23,22.84,32.93,430.0,2.19,10.52,31.1,13.05,0.952,6.9,2021-05-25 02:00:00
2021-05-26,5,2021,5.0,42.79,25.79,31.42,420.0,2.19,13.21,31.6,13.5,0.963,7.0,2021-05-26 02:00:00
2021-05-27,5,2021,8.66,40.19,23.3,36.51,433.0,2.14,14.25,31.01,13.82,0.972,7.0,2021-05-27 02:00:00
2021-05-28,5,2021,6.45,40.9,25.08,34.02,461.0,2.13,12.46,31.98,12.34,0.939,6.8,2021-05-28 02:00:00
2021-05-29,5,2021,5.0,40.12,22.44,37.44,444.0,2.03,12.04,29.95,13.81,0.941,7.0,2021-05-29 02:00:00
2021-05-30,5,2021,5.6,42.25,24.68,33.07,440.0,2.33,11.85,32.72,14.4,0.933,7.0,2021-05-30 02:00:00
2021-05-31,5,2021,9.23,42.81,23.74,33.45,443.0,2.39,14.78,31.98,14.46,0.995,6.9,2021-05-31 02:00:00
2021-06-01,5,2021,5.0,42.09,24.5,33.41,434.0,1.85,12.21,31.21,15.12,1.175,6.7,2021-06-01 02:00:00
2021-06-02,5,2021,5.0,41.23,23.75,35.02,461.0,2.38,12.49,31.76,13.92,0.898,6.9,2021-06-02 02:00:00
2021-06-03,5,2021,5.0,41.29,22.65,36.06,450.0,2.22,11.42,29.67,13.24,0.922,7.0,2021-06-03 02:00:00
2021-06-04,5,2021,6.22,45.93,24.99,29.08,424.0,2.1,10.37,30.53,12.27,0.991,6.7,2021-06-04 02:00:00
2021-06-05,5,2021,5.0,38.0,23.76,38.24,464.0,2.2,13.91,30.36,14.55,0.962,6.7,2021-06-05 02:00:00
2021-06-06,5,2021,5.0,44.73,23.34,31.93,434.0,1.95,11.04,32.43,13.36,0.952,6.8,2021-06-06 02:00:00
2021-06-07,5,2021,5.19,41.82,22.8,35.38,467.0,2.02,11.35,33.65,13.25,1.031,6.7,2021-06-07 02:00:00
2021-06-08,5,2021,5.32,39.97,24.43,35.6,460.0,1.91,10.88,30.27,14.18,0.957,7.0,2021-06-08 02:00:00
2021-06-09,5,2021,6.18,43.21,25.68,31.11,445.0,2.28,13.29,27.95,13.31,0.95,6.9,2021-06-09 02:00:00
2021-06-10,5,2021,5.0,39.2,25.36,35.44,475.0,2.19,13.94,31.33,13.88,0.885,6.9,2021-06-10 02:00:00
2021-06-11,5,2021,5.35,41.16,23.35,35.49,427.0,2.26,9.86,32.06,14.58,0.983,6.8,2021-06-11 02:00:00
2021-06-12,5,2021,6.51,45.43,26.47,28.1,453.0,2.13,10.03,31.96,15.08,0.96,6.9,2021-06-12 02:00:00
2021-06-13,5,2021,5.0,45.22,23.1,31.68,437.0,1.97,13.49,30.47,14.26,1.012,7.1,2021-06-13 02:00:00
2021-06-14,5,2021,5.44,40.95,24.69,34.36,429.0,2.24,11.23,29.68,12.9,0.907,6.7,2021-06-14 02:00:00
2021-06-15,5,2021,5.0,40.83,24.63,34.54,444.0,2.47,10.67,30.4,13.43,0.964,6.8,2021-06-15 02:00:00
2021-06-16,5,2021,5.0,40.45,23.92,35.63,448.0,2.38,11.54,30.85,13.38,0.896,6.9,2021-06-16 02:00:00
2021-06-17,5,2021,5.0,41.74,23.18,35.08,439.0,2.02,13.96,30.07,16.26,1.024,7.0,2021-06-17 02:00:00
2021-06-18,5,2021,5.45,40.12,22.49,37.39,445.0,2.3,13.63,30.13,15.34,0.959,7.0,2021-06-18 02:00:00
2021-06-19,5,2021,5.0,46.03,24.66,29.31,444.0,2.28,12.11,32.34,14.23,0.941,6.9,2021-06-19 02:00:00
2021-06-20,5,2021,6.43,42.76,23.99,33.25,439.0,2.34,13.06,30.4,15.9,0.952,6.7,2021-06-20 02:00:00
2021-06-21,5,2021,5.0,41.0,25.17,33.83,448.0,2.23,11.1,31.55,12.94,1.003,6.8,2021-06-21 02:00:00
2021-06-22,5,2021,5.0,38.83,23.73,37.44,448.0,2.07,10.53,30.06,12.92,0.905,6.9,2021-06-22 02:00:00
2021-06-23,5,2021,5.91,40.75,23.32,35.93,448.0,2.04,12.43,30.89,13.71,0.955,6.9,2021-06-23 02:00:00
2021-06-24,5,2021,8.8,47.35,24.44,28.21,465.0,2.1,12.6,31.67,13.76,1.001,6.8,2021-06-24 02:00:00
2021-06-25,5,2021,11.21,40.7,25.86,33.44,453.0,2.06,9.5,29.03,14.26,0.991,6.9,2021-06-25 02:00:00
2021-06-26,5,2021,10.63,40.06,23.12,36.82,447.0,2.23,12.79,31.09,13.87,0.956,6.9,2021-06-26 02:00:00
2021-06-27,5,2021,8.69,41.98,25.4,32.62,420.0,2.26,12.51,31.88,13.96,0.926,6.9,2021-06-27 02:00:00
2021-06-28,5,2021,7.93,43.15,21.35,35.5,454.0,2.03,10.51,29.85,13.28,1.01,6.8,2021-06-28 02:00:00
2021-06-29,5,2021,5.0,43.81,26.11,30.08,432.0,2.08,11.61,31.59,13.66,0.957,6.8,2021-06-29 02:00:00
2021-06-30,5,2021,5.81,42.22,27.26,30.52,462.0,2.11,12.88,29.86,14.74,0.901,6.9,2021-06-30 02:00:00
2021-07-01,5,2021,5.0,40.71,24.59,34.7,434.0,2.18,12.42,31.32,13.75,1.039,6.9,2021-07-01 02:00:00
2021-07-02,5,2021,5.76,42.23,22.35,35.42,438.0,1.97,11.92,32.62,12.76,1.016,6.9,2021-07-02 02:00:00
2021-07-03,5,2021,5.0,40.2,23.24,36.56,457.0,2.36,13.59,29.77,13.78,1.067,6.8,2021-07-03 02:00:00
2021-07-04,5,2021,5.29,42.36,24.31,33.33,460.0,2.26,11.38,31.67,13.31,0.91,6.7,2021-07-04 02:00:00
2021-07-05,5,2021,5.0,43.51,24.69,31.8,445.0,2.18,9.88,31.7,14.07,0.936,6.8,2021-07-05 02:00:00
2021-07-06,5,2021,5.0,41.01,24.11,34.88,431.0,2.32,11.93,30.76,13.43,1.064,7.0,2021-07-06 02:00:00
2021-07-07,5,2021,7.36,42.01,24.59,33.4,453.0,2.31,11.98,28.99,14.37,1.018,6.8,2021-07-07 02:00:00
2021-07-08,5,2021,5.0,44.49,22.11,33.4,454.0,2.0,14.16,30.75,14.28,0.934,6.9,2021-07-08 02:00:00
2021-07-09,5,2021,5.0,42.6,25.05,32.35,460.0,2.17,11.77,31.05,14.11,0.968,6.9,2021-07-09 02:00:00
2021-07-10,5,2021,5.0,43.14,21.84,35.02,455.0,2.1,13.07,31.1,13.17,0.973,6.9,2021-07-10 02:00:00
2021-07-11,5,2021,5.7,40.05,22.89,37.06,446.0,2.32,10.78,29.89,14.16,1.047,6.8,2021-07-11 02:00:00
2021-07-12,5,2021,5.15,43.23,23.87,32.9,463.0,2.02,10.26,30.53,15.07,1.01,6.8,2021-07-12 02:00:00
2021-07-13,5,2021,6.98,41.2,22.5,36.3,434.0,2.33,12.22,32.29,14.24,0.986,6.9,2021-07-13 02:00:00
2021-07-14,5,2021,10.52,40.35,23.69,35.96,439.0,2.15,13.44,29.05,12.09,0.93,6.7,2021-07-14 02:00:00
2021-07-15,5,2021,6.77,40.04,25.21,34.75,455.0,2.23,11.28,30.64,14.18,0.897,6.8,2021-07-15 02:00:00
2021-07-16,5,2021,5.0,39.4,23.41,37.19,456.0,1.92,14.11,31.16,14.0,1.041,6.8,2021-07-16 02:00:00
2021-07-17,5,2021,5.0,42.73,20.95,36.32,464.0,2.2,11.97,31.19,13.48,0.945,6.8,2021-07-17 02:00:00
2021-07-18,5,2021,5.0,43.55,22.13,34.32,457.0,2.33,12.24,32.24,13.04,0.867,6.8,2021-07-18 02:00:00
2021-07-19,5,2021,5.32,44.1,20.32,35.58,440.0,2.3,10.48,30.02,15.22,0.931,6.8,2021-07-19 02:00:00
2021-07-20,5,2021,5.0,42.26,22.21,35.53,461.0,2.24,13.84,31.24,14.46,0.964,6.8,2021-07-20 02:00:00
2021-07-21,5,2021,5.09,43.67,23.32,33.01,455.0,2.22,10.89,29.68,15.94,0.967,6.8,2021-07-21 02:00:00
2021-07-22,5,2021,5.9,45.64,24.09,30.27,468.0,2.06,10.31,33.48,13.43,0.997,6.8,2021-07-22 02:00:00
2021-07-23,5,2021,5.26,39.47,26.22,34.31,451.0,2.18,11.33,29.33,14.8,1.042,6.9,2021-07-23 02:00:00
2021-07-24,5,2021,5.13,43.91,23.1,32.99,442.0,2.27,12.51,32.21,13.55,1.026,6.7,2021-07-24 02:00:00
2021-07-25,5,2021,6.06,44.42,22.34,33.24,445.0,2.09,11.69,31.73,14.6,1.032,6.7,2021-07-25 02:00:00
2021-07-26,5,2021,5.61,42.6,22.33,35.07,447.0,2.26,11.09,31.49,13.73,1.038,7.0,2021-07-26 02:00:00
2021-07-27,5,2021,5.0,42.14,22.73,35.13,455.0,1.93,12.98,32.47,15.02,1.039,6.8,2021-07-27 02:00:00
2021-07-28,5,2021,5.0,39.33,23.14,37.53,450.0,2.21,12.47,32.83,13.18,0.979,6.7,2021-07-28 02:00:00
2021-07-29,5,2021,5.0,42.75,23.43,33.82,467.0,2.17,11.79,32.19,13.38,1.013,7.0,2021-07-29 02:00:00
2021-07-30,5,2021,5.0,43.58,23.28,33.14,451.0,2.19,11.19,32.0,15.18,1.097,6.8,2021-07-30 02:00:00
2021-07-31,5,2021,8.59,40.11,26.07,33.82,443.0,2.05,13.16,30.02,14.6,1.011,6.8,2021-07-31 02:00:00
2021-08-01,5,2021,5.64,43.9,24.44,31.66,452.0,2.31,12.85,30.43,14.47,0.996,6.9,2021-08-01 02:00:00
2021-08-02,5,2021,6.04,45.59,24.57,29.84,465.0,2.54,10.93,30.19,12.51,0.97,6.9,2021-08-02 02:00:00
2021-08-03,5,2021,6.97,41.21,23.07,35.72,454.0,2.39,10.67,31.57,15.71,1.028,6.8,2021-08-03 02:00:00
2021-08-04,5,2021,8.86,43.51,22.95,33.54,450.0,2.1,11.75,31.52,14.84,1.011,6.8,2021-08-04 02:00:00
2021-08-05,5,2021,5.0,42.7,24.49,32.81,462.0,2.19,11.52,32.4,12.5,0.99,6.8,2021-08-05 02:00:00
2021-08-06,5,2021,5.69,41.77,25.24,32.99,455.0,2.24,13.02,28.82,15.52,1.055,6.9,2021-08-06 02:00:00
2021-08-07,5,2021,6.26,45.77,26.25,27.98,446.0,2.26,11.1,31.23,13.06,1.052,6.9,2021-08-07 02:00:00
2021-08-08,5,2021,5.71,41.94,22.8,35.26,455.0,2.27,11.57,30.28,13.08,1.01,6.7,2021-08-08 02:00:00
2021-08-09,5,2021,5.0,44.49,24.5,31.01,468.0,2.18,10.61,30.62,13.95,0.898,6.8,2021-08-09 02:00:00
2021-08-10,5,2021,5.0,41.25,24.1,34.65,456.0,2.31,13.45,30.82,14.76,1.046,6.8,2021-08-10 02:00:00
2021-08-11,5,2021,5.0,41.9,23.59,34.51,461.0,2.13,13.24,32.34,14.77,0.955,6.9,2021-08-11 02:00:00
2021-08-12,5,2021,5.94,37.84,22.52,39.64,448.0,2.46,11.82,27.68,13.34,1.089,6.7,2021-08-12 02:00:00
2021-08-13,5,2021,5.14,40.84,24.75,34.41,462.0,2.19,12.86,30.88,15.73,0.9,6.9,2021-08-13 02:00:00
2021-08-14,5,2021,5.03,44.26,23.89,31.85,469.0,2.0,13.86,32.4,14.33,1.028,6.7,2021-08-14 02:00:00
2021-08-15,5,2021,6.88,43.17,22.68,34.15,476.0,2.39,9.24,32.33,13.02,1.039,6.8,2021-08-15 02:00:00
2021-08-16,5,2021,5.78,40.0,24.12,35.88,461.0,2.29,10.94,30.7,12.36,1.025,6.8,2021-08-16 02:00:00
2021-08-17,5,2021,5.0,45.06,22.34,32.6,444.0,2.09,11.35,31.51,13.4,0.991,6.9,2021-08-17 02:00:00
2021-08-18,5,2021,6.4,44.13,23.09,32.78,452.0,2.22,11.09,31.07,15.13,0.986,6.9,2021-08-18 02:00:00
2021-08-19,5,2021,5.0,40.65,22.99,36.36,449.0,1.82,12.17,32.5,14.3,1.011,6.8,2021-08-19 02:00:00
2021-08-20,5,2021,5.49,42.25,24.43,33.32,456.0,2.33,11.8,31.45,13.42,1.045,6.8,2021-08-20 02:00:00
